"16cell_1-10" "4cell_2-2" "8cell_1-4" "early2cell_0-2" "earlyblast_3-12" "late2cell_5-2" "lateblast_1-10" "mid2cell_0-1" "midblast_1-12" "zy1"
"Mir760" 0 0 0 0 0 0 0 0 0 0
"Mir761" 4 0 0 0 0 0 0 0 0 0
"Mir762" 0 0 0 0 0 0 0 0 0 0
"Mir763" 49 0 0 0 0 3 7 0 38 0
"Mir764" 0 0 0 0 0 0 0 0 0 0
"Mir767" 0 0 0 0 0 0 0 0 0 0
"Mir770" 0 0 0 0 0 0 0 0 0 0
"Mir7b" 0 0 0 0 0 0 0 0 0 0
"Mir802" 0 0 0 0 0 0 0 0 0 0
"Mir804" 0 0 0 0 0 0 0 0 0 0
"Mir871" 0 0 0 0 0 0 0 0 0 0
"Mir872" 0 0 0 0 0 0 0 0 0 0
"Mir873" 0 0 0 0 0 0 0 0 0 0
"Mir874" 0 0 0 0 0 0 0 0 0 0
"Mir875" 0 0 0 0 0 0 0 0 0 0
"Mir876" 0 0 0 0 0 0 0 0 0 0
"Mir877" 0 0 1 0 0 0 0 0 0 0
"Mir878" 0 0 0 0 0 0 0 0 0 0
"Mir879" 0 0 0 0 0 0 0 0 0 0
"Mir880" 0 0 0 0 0 0 0 0 0 0
"Mir881" 0 0 0 0 0 0 0 0 0 0
"Mir882" 0 0 0 0 0 1 0 0 0 0
"Mir883a" 0 0 0 0 0 0 0 0 0 0
"Mir883b" 0 0 0 0 0 0 0 0 0 0
"Mir9-1" 0 0 0 0 0 0 0 0 0 0
"Mir9-2" 0 0 0 0 0 0 0 0 0 0
"Mir9-3" 0 0 0 0 0 0 0 0 0 0
"Mir92-1" 0 0 0 0 0 0 0 0 0 0
"Mir92-2" 0 0 2 0 0 0 0 0 0 0
"Mir92b" 0 0 0 0 0 0 1 0 0 0
"Mir93" 0 0 0 0 0 0 0 0 0 0
"Mir96" 0 0 0 0 0 0 1 0 0 0
"Mir98" 0 0 0 0 0 0 0 0 0 0
"Mir99a" 0 0 0 0 0 0 0 0 0 0
"Mir99b" 0 0 0 0 0 0 0 0 0 0
"Mirg" 0 0 0 0 0 0 0 0 0 0
"Mirlet7a-1" 0 0 0 0 0 0 0 0 0 0
"Mirlet7a-2" 0 0 0 0 0 0 0 0 0 0
"Mirlet7b" 0 0 0 0 0 1 0 0 0 0
"Mirlet7c-1" 0 0 0 0 0 0 0 0 0 0
"Mirlet7c-2" 0 0 0 0 0 0 0 0 0 0
"Mirlet7d" 0 0 0 0 0 0 1 0 0 0
"Mirlet7e" 0 0 0 0 0 0 0 0 0 0
"Mirlet7f-1" 0 0 0 0 0 0 0 0 0 0
"Mirlet7f-2" 0 0 0 0 0 0 0 0 0 0
"Mirlet7g" 0 0 0 0 0 0 0 0 0 0
"Mirlet7i" 0 0 0 0 0 0 0 0 0 0
"Mis12" 206 300 21 1502 342 5400 955 456 1546 1617
"Mis18bp1" 1256 252 516 1082 22 14155 536 1278 1766 3499
"Mitd1" 390 88 9 1456 13 7 178 14 124 1655
"Mitf" 0 0 1 211 0 23 215 171 97 1053
"Mixl1" 0 10 0 0 1 1 0 0 0 0
"Mki67" 12 3132 136 2343 721 21599 944 4811 312 7900
"Mki67ip" 3914 2987 386 836 17 18069 3017 4163 3015 1752
"Mkks" 1585 672 255 233 855 34 1046 129 2185 385
"Mkl1" 0 256 3 0 3 484 249 3 314 124
"Mkl2" 0 8 0 1566 0 203 518 337 15 2766
"Mkln1" 621 37 1 4575 0 204 115 715 905 11774
"Mknk1" 253 1253 149 3164 0 9479 653 259 0 6278
"Mknk2" 331 1693 26 52 2 3485 699 504 40 1246
"Mkrn1" 2905 1569 1211 595 3358 9872 4118 1012 5317 1824
"Mkrn2" 539 2120 252 2223 8 20948 211 4682 3285 1876
"Mkrn3" 0 0 0 0 0 0 0 0 4 0
"Mks1" 1 0 38 288 0 0 2 8 0 678
"Mkx" 0 0 0 0 0 0 0 0 0 0
"Mlana" 0 0 0 0 0 0 0 0 0 0
"Mlc1" 0 0 0 0 0 0 0 0 0 0
"Mlec" 64 46 39 176 0 1730 1547 13 1838 1075
"Mlf1" 0 0 0 63 0 605 0 185 0 0
"Mlf1ip" 79 216 50 79 13 2190 278 259 0 335
"Mlf2" 1995 615 1130 936 150 2102 2025 690 1008 2722
"Mlh1" 0 0 66 25 0 111 142 4 2037 0
"Mlh3" 0 2 7 0 0 1454 1 122 901 78
"Mlkl" 0 0 0 65 0 11 0 0 0 8
"Mll1" 0 0 0 0 12 2 203 6 413 10
"Mll2" 376 960 151 5033 720 5376 590 3221 745 18430
"Mll3" 2086 2581 616 11058 1 36201 2284 10234 5300 30022
"Mll5" 269 30 0 67 0 2632 285 118 164 386
"Mllt1" 150 430 80 1 1016 12 203 1 0 0
"Mllt10" 1016 1025 349 8662 1 8501 816 2499 607 19759
"Mllt11" 203 0 0 575 0 3311 0 897 740 921
"Mllt3" 0 135 6 11986 1 6311 0 6295 0 26169
"Mllt4" 715 99 23 1782 17 2139 466 1622 1218 5640
"Mllt6" 12 106 70 0 1 397 565 0 0 0
"Mlph" 0 0 0 12 0 1 0 0 0 59
"Mlst8" 240 202 8 59 8 92 562 2 215 255
"Mlx" 2 30 284 189 0 344 587 167 1 802
"Mlxip" 590 807 0 669 1 3919 309 709 0 2677
"Mlxipl" 607 381 0 897 0 178 0 373 0 2629
"Mlycd" 0 0 0 1 0 2 180 0 380 366
"Mmaa" 325 419 0 60 1 600 336 12 97 168
"Mmab" 0 0 0 324 0 2 19 6 0 186
"Mmachc" 386 0 0 13 0 342 1 0 213 8
"Mmadhc" 734 408 118 865 846 230 2427 159 1299 3228
"Mmd" 0 2 0 0 0 0 0 1 0 96
"Mmd2" 0 0 0 0 0 0 0 0 0 0
"Mme" 1 0 1 6 0 29 136 0 120 0
"Mmel1" 0 0 0 0 0 0 0 0 0 0
"Mmgt1" 77 485 121 539 0 182 11 313 0 2260
"Mmgt2" 0 6 1 17 0 5 299 12 0 551
"Mmp10" 0 0 0 0 0 0 0 0 0 0
"Mmp11" 0 0 0 0 0 2 308 0 0 0
"Mmp12" 0 0 0 169 0 0 148 3 2 193
"Mmp13" 0 0 0 0 0 0 0 0 0 0
"Mmp14" 0 0 0 0 1 36 0 0 0 0
"Mmp15" 1 1 0 0 0 0 0 0 1 0
"Mmp16" 0 1 0 0 1 1 0 0 0 0
"Mmp17" 0 1 0 0 0 2 0 58 0 0
"Mmp19" 0 8 4 2 0 8435 0 1003 0 0
"Mmp1a" 0 0 0 0 0 0 0 67 27 0
"Mmp1b" 0 0 1 9 0 0 0 1 494 0
"Mmp2" 151 0 0 245 0 0 0 2 0 55
"Mmp20" 0 0 0 0 0 1 0 0 0 0
"Mmp21" 0 0 0 0 0 1 0 0 0 0
"Mmp23" 0 0 0 0 0 1 0 0 0 0
"Mmp24" 0 0 4 0 1 0 0 11 0 0
"Mmp25" 0 0 0 0 0 1 0 0 0 0
"Mmp27" 0 0 0 103 0 0 0 0 0 0
"Mmp28" 0 19 0 0 0 122 0 0 0 0
"Mmp3" 0 0 0 0 0 0 0 0 0 0
"Mmp7" 0 0 0 0 0 0 0 0 0 0
"Mmp8" 0 0 0 0 0 0 0 0 0 0
"Mmp9" 0 0 0 117 1 825 0 3 0 146
"Mmrn1" 0 0 0 0 0 0 0 0 0 0
"Mmrn2" 0 0 0 59 0 0 0 0 0 137
"Mms19" 226 452 11 601 11 2227 41 78 572 1595
"Mms22l" 950 454 20 427 14 4243 877 402 548 1316
"Mn1" 0 7 1 1577 0 2363 0 822 0 5356
"Mnat1" 355 301 68 685 2 1477 340 19 431 1737
"Mnd1" 23 7 5 488 0 95 0 20 6 1126
"Mnda" 0 0 0 0 0 0 0 0 0 0
"Mndal" 0 0 0 0 0 0 0 0 44 0
"Mns1" 466 2 1 30 0 56 0 0 0 84
"Mnt" 228 566 30 46 0 139 279 206 582 1112
"Mnx1" 0 0 0 0 0 0 0 0 0 0
"Moap1" 0 0 0 0 0 0 0 0 0 0
"Mobkl1a" 103 649 35 701 0 800 5 363 43 1165
"Mobkl1b" 4 7 0 314 0 1730 21 201 235 321
"Mobkl2a" 0 5 1 103 0 538 3 87 343 977
"Mobkl2b" 53 93 0 35 0 382 0 0 32 0
"Mobkl2c" 0 0 0 0 0 838 461 0 181 0
"Mobkl3" 868 1280 221 2413 2 1817 1072 671 804 5020
"Mobp" 0 0 0 0 0 0 0 0 0 0
"Mocos" 0 0 1 253 0 70 0 16 683 1475
"Mocs1" 0 0 0 49 0 0 0 5 130 119
"Mocs2" 1 0 0 77 0 28 338 6 393 1178
"Mocs3" 0 76 2 35 0 4089 0 462 15 31
"Mog" 0 0 0 43 0 664 0 1 0 92
"Mogat1" 0 0 0 0 0 37 0 51 0 0
"Mogat2" 0 0 0 0 0 0 0 0 0 0
"Mogs" 11 129 112 0 70 1107 26 0 831 0
"Mon1a" 502 1092 96 0 0 3667 14 335 154 0
"Mon1b" 234 316 5 1015 4184 2522 2 293 0 1562
"Mon2" 1 111 274 1327 4739 6900 76 1621 664 2855
"Morc1" 0 0 0 301 0 445 1486 5 1357 280
"Morc2a" 1363 981 167 465 0 9422 331 1490 18 845
"Morc2b" 0 0 0 0 0 0 0 0 0 0
"Morc3" 1311 677 22 1363 131 6841 1785 801 1158 1809
"Morc4" 0 0 0 11 0 1 0 0 0 0
"Morf4l1" 829 735 285 597 1319 4248 1668 316 2185 1531
"Morf4l2" 827 1437 91 3354 5653 1562 4424 1199 5768 7663
"Morn1" 0 0 0 0 0 0 0 12 0 0
"Morn2" 0 7 0 0 1 50 171 0 1 87
"Morn3" 0 0 0 0 0 0 0 0 0 0
"Morn4" 125 5 1 6868 0 282 0 445 0 8513
"Morn5" 0 0 30 5 0 2 1 0 0 0
"Mos" 0 0 0 95 0 80 1 14 0 344
"Mosc1" 0 0 0 108 0 566 0 0 0 0
"Mosc2" 314 266 15 824 1 1148 750 105 0 3956
"Mospd1" 1939 1553 39 2444 2638 8707 687 884 470 1820
"Mospd2" 0 0 125 417 0 0 0 0 0 71
"Mospd3" 0 485 20 0 0 153 258 2 437 357
"Mospd4" 0 0 0 0 0 46 0 0 0 0
"Mov10" 160 71 19 0 0 39 1385 1 3019 2
"Mov10l1" 133 0 19 51 0 536 0 0 0 65
"Moxd1" 0 0 0 196 0 0 0 1 0 0
"Moxd2" 0 0 0 0 0 0 0 0 0 0
"Mpdu1" 973 415 247 0 7 6187 1296 41 1979 0
"Mpdz" 0 545 31 1465 0 5822 250 396 54 4071
"Mpeg1" 0 0 0 0 1 0 0 0 0 0
"Mpg" 336 253 25 124 6 14 0 11 20 112
"Mphosph10" 2730 1002 287 5723 8 15030 1298 2301 1025 18665
"Mphosph6" 2495 389 254 58276 2456 5931 1431 6161 1499 79958
"Mphosph8" 48 38 115 4839 2081 3896 983 811 1594 17265
"Mphosph9" 623 56 85 116 0 2135 216 292 39 623
"Mpi" 86 55 0 0 0 487 797 0 60 403
"Mpl" 0 0 0 0 0 3 0 0 0 0
"Mpnd" 0 0 0 2 9 0 0 0 0 242
"Mpo" 0 0 0 0 0 0 1 0 0 0
"Mpp1" 841 283 25 257 1861 2184 1816 30 106 0
"Mpp2" 0 0 0 34 0 2 0 1 0 67
"Mpp3" 0 4 0 0 0 0 0 0 0 0
"Mpp4" 1 0 2 3 86 73 0 1 0 0
"Mpp5" 1 4 44 1804 0 3132 1423 1648 413 4496
"Mpp6" 503 535 2 620 2 1194 292 147 3 1108
"Mpp7" 0 0 71 9 1 0 503 0 972 253
"Mppe1" 0 0 0 55 1064 0 0 0 0 0
"Mpped1" 0 0 0 0 0 0 1 0 0 10
"Mpped2" 0 1 0 126 0 2 73 1 282 387
"Mprip" 1461 1018 64 3013 517 12197 885 3951 998 11375
"Mpst" 0 0 0 0 0 0 0 3 0 67
"Mpv17" 133 567 67 47 17 947 1210 199 1236 10
"Mpv17l" 5 0 0 0 18 228 16 2 15 305
"Mpv17l2" 41 8 93 21 0 2 0 0 208 87
"Mpz" 0 0 0 0 0 0 1 0 0 0
"Mpzl1" 0 12 51 1750 0 21 1 76 0 6611
"Mpzl2" 431 0 131 0 7 1152 784 229 956 0
"Mpzl3" 0 0 3 0 0 0 1 0 0 0
"Mr1" 0 0 0 0 0 0 0 0 0 0
"Mrap" 0 229 8 9 0 0 0 2 0 160
"Mrap2" 0 0 0 0 0 8 0 0 0 0
"Mras" 1140 28 0 32 2590 21 784 41 441 1006
"Mrc1" 0 0 0 184 0 1479 0 13 0 133
"Mrc2" 0 0 0 20 0 0 0 0 0 0
"Mre11a" 0 239 95 97 0 3 566 10 388 719
"Mreg" 741 255 110 23 1796 635 3801 3 4651 0
"Mrfap1" 945 730 105 157 792 1438 2368 180 1103 1177
"Mrgpra1" 0 0 0 0 0 0 0 0 0 0
"Mrgpra2a" 0 0 0 0 0 0 0 0 0 0
"Mrgpra2b" 0 0 0 0 0 0 0 0 0 0
"Mrgpra3" 0 0 0 0 0 0 0 0 0 0
"Mrgpra4" 0 0 0 0 0 0 0 0 0 0
"Mrgpra6" 0 0 0 0 0 0 0 0 0 0
"Mrgpra9" 0 0 0 0 0 0 0 0 0 0
"Mrgprb1" 0 0 0 0 0 1 0 0 0 0
"Mrgprb2" 0 0 0 0 0 0 0 0 0 0
"Mrgprb3" 0 0 0 0 0 0 0 0 0 0
"Mrgprb4" 0 0 0 0 0 0 0 0 0 0
"Mrgprb5" 0 0 0 0 0 0 0 0 0 0
"Mrgprb8" 1 0 0 1 0 1 1 0 0 0
"Mrgprd" 0 0 0 0 0 0 0 0 0 0
"Mrgpre" 0 0 0 0 0 0 0 0 0 0
"Mrgprf" 0 0 0 0 0 1 0 0 0 0
"Mrgprg" 0 0 0 0 0 0 0 0 0 0
"Mrgprh" 0 0 1 0 0 0 0 0 0 0
"Mrgprx1" 0 0 0 27 0 0 0 0 0 0
"Mrgprx2" 0 0 0 0 0 0 0 0 0 0
"Mri1" 0 361 13 12 0 2 23 72 425 77
"Mrm1" 0 398 44 2 0 416 0 0 161 51
"Mro" 0 0 0 2807 0 223 1 474 0 2639
"Mrp63" 649 130 175 230 2410 719 636 88 737 676
"Mrpl1" 583 773 35 204 49 28 895 36 2451 403
"Mrpl10" 392 62 136 640 59 3420 1910 734 1484 3819
"Mrpl11" 1453 1328 147 0 1918 922 916 154 1056 275
"Mrpl12" 1036 1788 510 88 6 6250 2479 691 3711 137
"Mrpl13" 1546 19 514 226 486 128 1224 143 2045 771
"Mrpl14" 1216 181 66 79 3257 125 1054 59 657 735
"Mrpl15" 2259 1006 612 0 5677 1804 2727 152 3088 0
"Mrpl16" 6 1253 212 212 2029 14 1403 14 924 1648
"Mrpl17" 2650 500 546 206 4216 144 3001 8 6290 635
"Mrpl18" 3573 1396 550 1113 4956 1562 3984 324 8330 6017
"Mrpl19" 1086 867 118 30 2 265 938 0 1021 40
"Mrpl2" 803 104 145 10 6 926 2636 295 1492 1361
"Mrpl20" 1780 2099 708 108 259 3352 2017 1782 978 110
"Mrpl21" 916 1095 346 192 2522 659 1196 19 2113 2254
"Mrpl22" 2845 1146 766 49 2713 1371 1268 1 1552 249
"Mrpl23" 195 23 33 7 0 254 391 0 351 64
"Mrpl24" 1246 135 5 270 2166 52 851 75 3521 666
"Mrpl27" 1953 902 177 25 708 771 303 107 883 305
"Mrpl28" 2731 721 362 26 3997 2245 1967 0 4106 278
"Mrpl3" 21 103 47 285 0 99 388 13 23 932
"Mrpl30" 434 644 212 17 1605 62 1501 6 1661 74
"Mrpl32" 979 1221 156 324 1554 1469 349 29 800 1209
"Mrpl33" 1462 305 417 18 774 100 1413 44 2527 105
"Mrpl34" 1281 699 59 1 163 4493 742 246 740 90
"Mrpl35" 1349 370 417 774 4820 1874 3268 8 1665 990
"Mrpl36" 2436 26 194 0 1995 43 2149 4 4155 14
"Mrpl37" 1172 712 5 2 68 87 469 253 1939 811
"Mrpl38" 760 266 28 138 1 145 1644 137 952 164
"Mrpl39" 929 392 397 60 15 229 1236 2 1048 272
"Mrpl4" 1247 4461 637 178 4308 4607 1537 922 3376 1215
"Mrpl40" 1091 2430 698 701 3859 19215 1412 1221 2593 3052
"Mrpl41" 416 570 15 0 913 3691 251 217 1310 0
"Mrpl42" 1362 776 84 72 2919 1381 3464 165 4155 224
"Mrpl43" 1355 606 24 0 488 3621 1152 99 460 50
"Mrpl44" 1827 1532 238 499 2944 469 1664 25 1263 1832
"Mrpl45" 3216 1492 145 501 5549 7863 1257 105 3355 2372
"Mrpl46" 3782 1298 533 36 1605 3657 740 559 1187 290
"Mrpl47" 332 615 293 172 1457 45 953 14 5 2039
"Mrpl48" 1222 11 125 1078 290 1824 68 397 822 3754
"Mrpl49" 736 898 262 0 340 2717 1639 1235 1999 0
"Mrpl50" 583 671 183 184 544 2970 1127 1624 3654 638
"Mrpl51" 1610 546 233 44 1108 3469 1106 214 2822 90
"Mrpl52" 199 62 45 0 1498 205 481 0 421 5
"Mrpl53" 1336 1152 154 177 1540 636 1238 15 1073 1153
"Mrpl54" 720 79 115 0 2701 578 620 3 944 13
"Mrpl55" 1774 403 164 140 4 5070 639 3 1036 517
"Mrpl9" 1078 785 160 1907 14 170 156 185 4 5743
"Mrps10" 188 251 1 0 0 27 332 0 260 0
"Mrps11" 546 1072 159 148 3671 3782 1353 114 1606 337
"Mrps12" 296 37 1 0 3 1544 338 132 1182 58
"Mrps14" 1005 920 193 869 1041 1748 3533 209 4317 2975
"Mrps15" 153 380 27 2 1273 1179 464 128 130 236
"Mrps16" 173 464 163 16 2081 22 704 4 1095 589
"Mrps17" 502 1007 300 210 2883 3606 491 93 2636 725
"Mrps18a" 773 1296 163 340 8055 196 1906 16 1693 252
"Mrps18b" 3516 2587 519 206 618 1670 1428 98 2027 1182
"Mrps18c" 1550 119 279 62 787 367 1417 0 1422 116
"Mrps2" 1173 939 188 640 0 2048 3064 34 1769 952
"Mrps21" 1101 222 160 91 249 292 1137 44 1374 812
"Mrps22" 473 2 99 3 1306 1877 623 6 783 520
"Mrps23" 24 742 178 401 103 1459 1199 277 638 2101
"Mrps24" 1082 103 7 0 56 1024 82 54 682 0
"Mrps25" 0 25 69 412 10 132 1539 170 887 1522
"Mrps26" 0 234 146 5 3 683 266 57 53 79
"Mrps27" 896 1113 167 694 1949 33 471 117 277 1792
"Mrps28" 1122 22 123 135 3083 52 1604 14 709 841
"Mrps30" 524 492 62 102 0 4306 983 344 0 175
"Mrps31" 1037 471 366 4 11 39 1011 4 2435 201
"Mrps33" 737 116 63 855 4 335 487 105 400 1714
"Mrps34" 267 156 59 0 7 13 1 0 28 0
"Mrps35" 1 3 48 149 6 779 616 85 381 876
"Mrps36" 126 6 55 29 174 33 210 11 421 152
"Mrps5" 460 635 22 59 3 27 721 9 446 1108
"Mrps6" 729 145 291 1 879 3878 0 983 330 6
"Mrps7" 1151 2746 464 186 3886 1894 1617 118 1810 713
"Mrps9" 256 1255 127 896 0 116 1884 34 1509 1014
"Mrrf" 556 70 32 304 169 638 78 8 1254 819
"Mrs2" 378 35 0 31 0 349 0 5 404 151
"Mrto4" 3270 3410 883 131 4373 2956 1766 414 2740 606
"Mrvi1" 1 0 0 0 0 0 0 0 0 0
"Ms4a1" 0 0 0 1381 0 5 0 310 0 2383
"Ms4a10" 0 0 0 102 0 0 0 1 0 303
"Ms4a13" 0 0 0 0 0 0 0 0 0 0
"Ms4a15" 0 0 0 0 0 0 0 0 0 0
"Ms4a2" 0 0 0 0 0 0 0 0 0 0
"Ms4a3" 0 0 0 2 0 0 0 2 0 0
"Ms4a4b" 0 0 0 0 0 0 0 0 0 0
"Ms4a4c" 0 0 0 0 0 0 0 0 0 0
"Ms4a4d" 0 0 0 102 0 0 0 0 0 3
"Ms4a5" 0 0 0 0 0 0 0 0 0 0
"Ms4a6b" 0 0 0 0 0 0 0 0 0 0
"Ms4a6c" 0 0 0 0 0 0 0 0 0 0
"Ms4a6d" 0 0 0 688 0 585 0 206 0 1185
"Ms4a7" 0 0 0 0 0 0 0 0 0 0
"Ms4a8a" 0 0 0 0 0 0 0 0 0 0
"Msc" 396 0 0 0 4717 0 69 0 1 0
"Msgn1" 0 0 0 0 0 0 0 0 0 0
"Msh2" 293 67 182 1367 5693 537 762 68 3249 3779
"Msh3" 52 803 1 5104 1973 3451 35 1775 0 7338
"Msh4" 0 7 1 2423 0 831 1 629 0 5127
"Msh5" 1 0 1 0 0 39 0 0 0 0
"Msh6" 6 1628 626 7219 27 12396 4423 2053 9676 15971
"Msi1" 0 0 0 0 0 0 0 0 0 0
"Msi2" 0 2 2 626 0 440 0 161 0 1066
"Msl1" 33 331 453 1934 0 367 149 535 594 7687
"Msl2" 676 1054 76 2622 0 6203 1138 1568 668 6445
"Msl3" 1199 1215 1 2549 0 650 1 720 1622 5426
"Msl3l2" 0 0 0 31 0 1 0 1 0 76
"Msln" 0 0 0 0 0 0 0 0 0 0
"Mslnl" 170 0 0 0 0 143 0 0 0 0
"Msmb" 0 5 0 0 0 0 0 0 0 0
"Msmp" 0 0 0 0 0 0 0 0 0 0
"Msn" 0 0 0 0 0 3 532 0 0 0
"Msr1" 0 0 0 0 0 0 0 0 0 0
"Msra" 0 0 60 49 1381 13 0 52 316 0
"Msrb2" 0 2 0 0 0 3 0 0 423 119
"Msrb3" 66 10 1 1284 11 1724 258 84 512 1792
"Mst1" 0 0 0 0 1 0 0 0 0 0
"Mst1r" 0 0 0 0 0 0 0 0 0 0
"Mstn" 0 0 0 0 0 5 0 0 0 97
"Msto1" 0 2973 13 8 1 3298 498 173 761 45
"Msx1" 0 2 0 2 0 0 13 0 0 0
"Msx1as" 0 0 0 70 0 0 0 7 0 5
"Msx2" 0 0 0 0 0 0 0 3 0 0
"Msx3" 0 0 0 0 0 0 0 0 0 0
"Mt1" 25967 2468 4726 0 13943 26555 5333 590 1235 0
"Mt2" 5255 501 1925 9 5495 12957 2512 492 721 0
"Mt3" 0 0 0 0 0 0 0 0 0 0
"Mt4" 0 0 0 17 0 2 0 29 26 26
"Mta1" 0 0 0 50 0 22 207 68 378 313
"Mta2" 303 2290 291 26 250 15866 400 3836 190 226
"Mta3" 4840 810 1521 2577 2783 5825 939 774 3205 14836
"Mtag2" 0 0 0 0 0 1 0 0 0 0
"Mtap" 9 2 0 682 0 518 416 95 775 1703
"Mtap1a" 320 0 0 0 0 25 0 0 0 12
"Mtap1b" 0 944 31 1810 0 1123 155 1201 0 4406
"Mtap1s" 10 11 0 0 0 7 76 8 0 272
"Mtap2" 0 0 0 178 0 643 0 22 0 614
"Mtap4" 813 1250 959 2750 2232 12549 1904 2160 2492 18787
"Mtap6" 0 0 0 1 0 0 438 0 0 0
"Mtap7" 2175 1052 349 959 0 1222 384 163 3114 1297
"Mtap7d1" 0 11 0 17 0 165 1 1 0 513
"Mtap7d2" 0 42 0 11 0 25 49 0 0 98
"Mtap7d3" 0 0 0 0 0 0 0 0 0 154
"Mtap9" 1 4 0 401 0 182 0 21 0 1443
"Mtbp" 0 104 248 666 1 30 3 85 103 1334
"Mtch1" 5 78 95 65 1779 1202 52 0 0 426
"Mtch2" 2659 1042 502 44 6669 3214 3713 456 8995 213
"Mtcp1" 0 14 0 538 0 847 485 109 292 1352
"Mtdh" 403 379 213 926 161 4479 1252 794 861 3503
"Mterf" 0 264 0 316 0 346 90 7 2 233
"Mterfd1" 1448 588 201 559 15 1442 569 40 1393 1012
"Mterfd2" 1715 252 0 792 0 18 971 16 1022 1748
"Mterfd3" 606 0 0 1 0 1 535 142 0 29
"Mtf1" 1045 1070 123 3047 44 4922 341 906 849 7888
"Mtf2" 12854 3960 888 1221 15802 53891 6291 7186 7720 8215
"Mtfmt" 3 138 3 230 2 566 447 1 0 603
"Mtfp1" 0 8 0 0 0 0 131 0 139 0
"Mtfr1" 801 138 104 386 4258 969 1821 249 3966 320
"Mtg1" 1177 0 104 158 3563 370 925 2 462 490
"Mthfd1" 3313 547 442 182 7341 67 3659 105 3092 1837
"Mthfd1l" 0 0 0 144 0 0 17 3 491 527
"Mthfd2" 1160 289 0 5782 5288 1558 142 1537 0 9082
"Mthfd2l" 0 0 0 0 0 0 0 0 0 0
"Mthfr" 595 640 332 1 0 6045 625 173 386 70
"Mthfs" 14 14 24 634 1 127 266 97 565 1516
"Mthfsd" 481 0 185 0 0 7 218 0 432 0
"Mtif2" 489 751 26 128 13 490 333 156 2386 785
"Mtif3" 0 594 5 326 8 4608 551 258 30 1321
"Mtl5" 0 303 0 4 0 1 0 0 0 0
"Mtm1" 0 0 0 51 0 32 218 0 716 0
"Mtmr1" 0 1 1 1 0 0 0 0 17 0
"Mtmr10" 0 783 0 236 0 0 999 197 1871 638
"Mtmr11" 0 0 0 69 0 163 0 4 0 39
"Mtmr12" 191 1 413 94 2697 94 552 24 129 137
"Mtmr14" 262 329 69 5402 0 11644 473 3764 9 24358
"Mtmr2" 202 143 180 4586 747 3814 917 1577 586 8096
"Mtmr3" 2 345 47 491 0 1107 72 265 1476 2086
"Mtmr4" 1097 60 1 2656 0 3725 106 713 193 3238
"Mtmr6" 0 32 5 492 0 2687 60 734 9 1053
"Mtmr7" 0 1 0 925 3129 1177 153 154 1 1656
"Mtmr9" 0 74 0 149 0 1116 70 4 3 53
"Mtnr1a" 0 0 0 0 0 0 0 0 0 0
"Mtnr1b" 0 0 1 0 0 0 0 0 0 0
"Mto1" 0 21 42 168 5 433 622 5 1125 354
"Mtor" 309 295 97 784 0 5782 34 1085 1095 2996
"Mtpap" 919 1830 0 1064 770 20 52 70 1903 2263
"Mtpn" 1216 1069 251 1773 125 4471 3644 645 1137 5248
"Mtr" 104 169 118 343 0 2242 0 171 263 713
"Mtrf1" 0 0 0 92 13 0 0 75 0 321
"Mtrf1l" 0 7 0 0 0 13 0 0 0 0
"Mtrnr2l" 2 3 0 5 14 96 12 1 2 4
"Mtrr" 959 971 251 119 291 1877 4 128 1276 209
"Mtss1" 268 0 3 497 0 23 36 21 598 2659
"Mtss1l" 0 0 0 72 4 0 0 3 62 319
"Mttp" 0 0 0 12 0 1 0 0 8 4
"Mtus1" 1489 1130 394 13531 582 22952 392 6010 875 36219
"Mtus2" 0 150 48 2175 1 12114 1 795 0 10064
"Mtx1" 268 500 220 0 660 35 712 0 453 338
"Mtx2" 425 784 7 76 2619 115 391 2 334 101
"Mtx3" 0 129 41 0 0 1 431 0 0 0
"Muc1" 0 0 0 3 0 0 296 0 0 0
"Muc13" 0 0 1 0 0 6 0 0 4 0
"Muc15" 0 0 0 0 0 0 0 0 0 0
"Muc19" 0 1 0 179 0 13 0 1 0 70
"Muc2" 0 0 0 0 0 0 0 0 0 0
"Muc20" 0 1 0 534 0 0 0 9 0 303
"Muc4" 0 0 0 355 0 154 0 24 0 970
"Muc5ac" 0 0 0 0 0 0 0 0 0 0
"Muc5b" 0 0 0 23 0 0 0 0 37 8
"Muc6" 0 0 0 0 0 0 0 0 0 0
"Mucl1" 0 0 0 0 0 0 0 0 0 0
"Mudeng" 1104 267 14 250 1261 236 123 21 11 569
"Mug-ps1" 0 0 0 0 0 0 0 0 0 0
"Mug1" 0 0 0 0 0 0 0 0 0 0
"Mug2" 0 0 0 0 0 0 0 0 0 0
"Mul1" 563 441 163 388 21 3246 32 836 434 2349
"Mum1" 26 48 140 496 11 321 1402 65 2000 2578
"Mum1l1" 0 0 0 0 1 0 0 0 0 0
"Mup1" 0 0 0 0 0 0 0 0 0 0
"Mup10" 0 0 0 0 0 0 0 0 0 0
"Mup11" 0 0 0 0 0 0 0 0 0 0
"Mup12" 0 0 0 0 0 0 0 0 0 0
"Mup13" 0 0 0 0 0 0 0 0 0 0
"Mup14" 0 0 0 0 0 0 0 0 0 0
"Mup15" 0 0 0 0 0 0 0 0 0 0
"Mup16" 0 0 0 0 0 0 0 1 0 0
